N-Number;Company_ID;Airplane_Model;Engine_Type_Id;Aircraft_Type;Year
N632VA;93;A320-214;1;Fixed Wing Multi-Engine;2007
N633JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N633NK;93;A320-232;1;Fixed Wing Multi-Engine;2014
N633RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N633SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2011
N633VA;62;A320-214;1;Fixed Wing Multi-Engine;2007
N634JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N634NK;82;A320-232;1;Fixed Wing Multi-Engine;2014
N634RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N634VA;;A320-214;;NULL;2008
N635JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N635NK;93;A320-232;1;Fixed Wing Multi-Engine;2014
N635RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N635VA;93;A320-214;1;Fixed Wing Multi-Engine;2008
N636JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N636NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N636RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N636VA;91;A320-214;1;Fixed Wing Multi-Engine;2008
N637JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N637NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N637RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N637VA;91;A320-214;1;Fixed Wing Multi-Engine;2008
N63820;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N63890;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N63899;89;737-900ER;1;Fixed Wing Multi-Engine;2016
N638JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N638NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N638RW;93;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N638VA;93;A320-214;1;Fixed Wing Multi-Engine;2008
N639JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N639NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N639RW;93;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N639VA;93;A320-214;1;Fixed Wing Multi-Engine;2007
N640JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N640NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N640RW;93;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N640VA;93;A320-214;1;Fixed Wing Multi-Engine;2007
N641CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N641JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N641NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N641RW;93;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N641UA;89;767-322;1;Fixed Wing Multi-Engine;1991
N641VA;93;A320-214;1;Fixed Wing Multi-Engine;2008
N642NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N642RW;93;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N642UA;93;767-322;1;Fixed Wing Multi-Engine;1991
N642VA;93;A320-214;1;Fixed Wing Multi-Engine;2008
N643JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N643NK;82;A320-232;1;Fixed Wing Multi-Engine;2015
N643RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N643UA;93;767-322;1;Fixed Wing Multi-Engine;1991
N644AS;11;737-790;1;Fixed Wing Multi-Engine;2003
N644JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N644NK;82;A320-232;1;Fixed Wing Multi-Engine;2016
N644RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2004
N644UA;89;767-322;1;Fixed Wing Multi-Engine;1991
N645AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2000
N645JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N645NK;82;A320-232;1;Fixed Wing Multi-Engine;2016
N645RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N646JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N646NK;82;A320-232;1;Fixed Wing Multi-Engine;2016
N646RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N646UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N647AW;93;A320-232;1;Fixed Wing Multi-Engine;1997
N647NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N647RW;88;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N647UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N64809;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N64844;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N648JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N648NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N648RW;88;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N648UA;93;767-322;1;Fixed Wing Multi-Engine;1992
N649AW;21;A320-232;1;Fixed Wing Multi-Engine;1998
N649JB;48;A320-232;1;Fixed Wing Multi-Engine;2006
N649NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N649RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N649UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N650AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N650AW;87;A320-232;1;Fixed Wing Multi-Engine;1998
N650NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N650RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N651AW;87;A320-232;1;Fixed Wing Multi-Engine;1998
N651JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N651NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N651RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N651UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N652AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N652BR;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2000
N652JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N652NK;82;A320-232;1;Fixed Wing Multi-Engine;2017
N652RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N652UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N653AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N653AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N653JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N653NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N653RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N653UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N654AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N654NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N654RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N654UA;93;767-322;1;Fixed Wing Multi-Engine;1992
N655AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N655CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;None
N655JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N655NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N655RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N655UA;89;767-322;1;Fixed Wing Multi-Engine;1992
N656AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2003
N656AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N656JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N656NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N656RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N656UA;93;767-322;1;Fixed Wing Multi-Engine;1993
N656YX;;NULL;;NULL;NULL
N657AW;87;A320-232;1;Fixed Wing Multi-Engine;1999
N657JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N657NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N657RW;73;ERJ 170-100 SE;1;Fixed Wing Multi-Engine;2005
N657UA;93;767-322;1;Fixed Wing Multi-Engine;1993
N65832;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N658AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2003
N658AW;90;A320-232;1;Fixed Wing Multi-Engine;1999
N658DL;33;757-232;1;Fixed Wing Multi-Engine;1990
N658JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N658NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N658UA;93;767-322;1;Fixed Wing Multi-Engine;1993
N659AW;87;A320-232;1;Fixed Wing Multi-Engine;2000
N659BR;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N659DL;33;757-232;1;Fixed Wing Multi-Engine;1990
N659JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N659NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N659UA;89;767-322;1;Fixed Wing Multi-Engine;1993
N66051;89;767-424ER;1;Fixed Wing Multi-Engine;2000
N66056;89;767-424ER;1;Fixed Wing Multi-Engine;2001
N66057;89;767-424ER;1;Fixed Wing Multi-Engine;2002
N660AW;87;A320-232;1;Fixed Wing Multi-Engine;2000
N660DL;33;757-232;1;Fixed Wing Multi-Engine;1990
N660NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N660UA;89;767-322;1;Fixed Wing Multi-Engine;1993
N661AW;87;A320-232;1;Fixed Wing Multi-Engine;2000
N661JA;16;EMB-145LR;1;Fixed Wing Multi-Engine;2003
N661JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N661NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N661UA;89;767-322;1;Fixed Wing Multi-Engine;1993
N662AW;87;A320-232;1;Fixed Wing Multi-Engine;2000
N662EH;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N662JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N662NK;82;A321-231;1;Fixed Wing Multi-Engine;2015
N662UA;89;767-322;1;Fixed Wing Multi-Engine;1993
N663AR;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N663AW;87;A320-232;1;Fixed Wing Multi-Engine;2001
N663JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N663NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N663UA;89;767-322;1;Fixed Wing Multi-Engine;1993
N664AW;87;A320-232;1;Fixed Wing Multi-Engine;2001
N664MS;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N664NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N664UA;89;767-322;1;Fixed Wing Multi-Engine;1998
N665AW;87;A320-232;1;Fixed Wing Multi-Engine;2001
N665DN;33;757-232;1;Fixed Wing Multi-Engine;1991
N665JB;48;A320-232;1;Fixed Wing Multi-Engine;2007
N665NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N665UA;93;767-322;1;Fixed Wing Multi-Engine;1998
N666UA;89;767-322;1;Fixed Wing Multi-Engine;1998
N667AW;87;A320-232;1;Fixed Wing Multi-Engine;2002
N667DN;33;757-232;1;Fixed Wing Multi-Engine;1991
N667GB;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N667NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N667UA;89;767-322;1;Fixed Wing Multi-Engine;1998
N66803;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N66808;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N66814;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N66825;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N66828;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N66831;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N66837;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N66841;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N66848;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N66893;89;737-924ER;1;Fixed Wing Multi-Engine;2016
N66897;89;737-900ER;1;Fixed Wing Multi-Engine;2016
N668AW;87;A320-232;1;Fixed Wing Multi-Engine;2002
N668CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N668DN;33;757-232;1;Fixed Wing Multi-Engine;1991
N668HH;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N668NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N668UA;89;767-322;1;Fixed Wing Multi-Engine;1999
N669AW;87;A320-232;1;Fixed Wing Multi-Engine;2002
N669CA;33;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N669DN;33;757-232;1;Fixed Wing Multi-Engine;1991
N669NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N669UA;89;767-322;1;Fixed Wing Multi-Engine;1999
N6700;33;757-232;1;Fixed Wing Multi-Engine;1999
N6701;33;757-232;1;Fixed Wing Multi-Engine;1999
N6702;33;757-232;1;Fixed Wing Multi-Engine;1999
N6703D;33;757-232;1;Fixed Wing Multi-Engine;2000
N6704Z;33;757-232;1;Fixed Wing Multi-Engine;2000
N67052;89;767-424ER;1;Fixed Wing Multi-Engine;2000
N67058;89;767-424ER;1;Fixed Wing Multi-Engine;2002
N6705Y;33;757-232;1;Fixed Wing Multi-Engine;2000
N6706Q;33;757-232;1;Fixed Wing Multi-Engine;2000
N6707A;33;757-232;1;Fixed Wing Multi-Engine;2000
N6708D;33;757-232;1;Fixed Wing Multi-Engine;2000
N6709;33;757-232;1;Fixed Wing Multi-Engine;2000
N670AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N670DN;33;757-232;1;Fixed Wing Multi-Engine;1992
N670NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N670UA;89;767-322;1;Fixed Wing Multi-Engine;1999
N6710E;33;757-232;1;Fixed Wing Multi-Engine;2000
N6711M;33;757-232;1;Fixed Wing Multi-Engine;2000
N6712B;33;757-232;1;Fixed Wing Multi-Engine;2000
N67134;89;757-224;1;Fixed Wing Multi-Engine;1999
N6713Y;33;757-232;1;Fixed Wing Multi-Engine;2000
N6714Q;33;757-232;1;Fixed Wing Multi-Engine;2000
N6715C;33;757-232;1;Fixed Wing Multi-Engine;2001
N6716C;33;757-232;1;Fixed Wing Multi-Engine;2001
N67171;33;757-232;1;Fixed Wing Multi-Engine;2001
N671AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N671DN;33;757-232;1;Fixed Wing Multi-Engine;1992
N671NK;82;A321-231;1;Fixed Wing Multi-Engine;2016
N671UA;89;767-322;1;Fixed Wing Multi-Engine;1999
N672DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N672NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N672UA;89;767-322;1;Fixed Wing Multi-Engine;1999
N673AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N673AW;93;A320-232;1;Fixed Wing Multi-Engine;None
N673DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N673NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N673UA;89;767-322;1;Fixed Wing Multi-Engine;2000
N674DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N674NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N674RJ;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N674UA;89;767-322;1;Fixed Wing Multi-Engine;2000
N67501;89;737-9;1;Fixed Wing Multi-Engine;2018
N675AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N675BR;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N675DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N675NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N675UA;89;767-322;1;Fixed Wing Multi-Engine;2000
N676AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N676CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N676DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N676NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N676UA;89;767-322;1;Fixed Wing Multi-Engine;2001
N677AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N677NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N677UA;89;767-322;1;Fixed Wing Multi-Engine;2001
N67812;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N67815;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N67827;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N67845;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N67846;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N678AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N678CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N678DL;33;757-232;1;Fixed Wing Multi-Engine;1992
N678NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N679AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N679AW;93;A320-232;1;Fixed Wing Multi-Engine;2005
N679CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N679DA;33;757-232;1;Fixed Wing Multi-Engine;1992
N679NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N679SA;79;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N68061;89;767-424ER;1;Fixed Wing Multi-Engine;2002
N680AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N680AW;93;A320-232;1;Fixed Wing Multi-Engine;2005
N680DA;33;757-232;1;Fixed Wing Multi-Engine;1992
N680NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N681AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N681DA;33;757-232;1;Fixed Wing Multi-Engine;1993
N681NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N682DA;33;757-232;1;Fixed Wing Multi-Engine;1993
N682NK;82;A321-231;1;Fixed Wing Multi-Engine;2017
N683DA;33;757-232;1;Fixed Wing Multi-Engine;1993
N683NK;82;A321-231;1;Fixed Wing Multi-Engine;2018
N68452;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N68453;89;737-924ER;1;Fixed Wing Multi-Engine;2012
N684DA;33;757-232;1;Fixed Wing Multi-Engine;1993
N684JW;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N684NK;82;A321-231;1;Fixed Wing Multi-Engine;2018
N684RW;92;RV6A;3;Fixed Wing Single-Engine;2004
N684UA;89;767-3CB;1;Fixed Wing Multi-Engine;2002
N685AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N685BR;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N685DA;33;757-232;1;Fixed Wing Multi-Engine;1995
N685NK;82;A321-231;1;Fixed Wing Multi-Engine;2018
N685UA;89;767-3CB;1;Fixed Wing Multi-Engine;2002
N686BR;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N686DA;33;757-232;1;Fixed Wing Multi-Engine;1995
N686NK;82;A321-231;1;Fixed Wing Multi-Engine;2018
N686UA;89;767-3CB;1;Fixed Wing Multi-Engine;2003
N687DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N687JS;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N687NK;82;A321-231;1;Fixed Wing Multi-Engine;2018
N68801;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N68802;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N68805;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N68807;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N68811;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68817;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68821;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68822;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68823;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68834;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68836;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N68842;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N68843;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N68880;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N68891;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N688AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N688DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N689CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N689DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N689EC;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N69020;89;777-224;1;Fixed Wing Multi-Engine;2007
N69059;89;767-424ER;1;Fixed Wing Multi-Engine;2002
N69063;89;767-424ER;1;Fixed Wing Multi-Engine;2002
N690DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N690NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N691AA;16;757-223;1;Fixed Wing Multi-Engine;1993
N691CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N691NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N692AA;16;757-223;1;Fixed Wing Multi-Engine;1993
N692CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2006
N692DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N692NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N693AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N693BR;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N693CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2006
N693DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N693NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N694AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N694DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N694NK;82;A320-232;1;Fixed Wing Multi-Engine;2018
N695CA;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2006
N695DL;33;757-232;1;Fixed Wing Multi-Engine;1998
N695NK;82;A320-232;1;Fixed Wing Multi-Engine;2019
N696AE;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N696DL;33;757-232;1;Fixed Wing Multi-Engine;1999
N696NK;82;A320-232;1;Fixed Wing Multi-Engine;2019
N697AB;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N697DL;33;757-232;1;Fixed Wing Multi-Engine;1999
N697NK;90;A320-232;1;Fixed Wing Multi-Engine;2010
N69804;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N69806;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N69810;89;737-924ER;1;Fixed Wing Multi-Engine;2013
N69813;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69816;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69818;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69819;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69824;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69826;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69829;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69830;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69833;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69835;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69838;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69839;89;737-924ER;1;Fixed Wing Multi-Engine;2014
N69840;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N69847;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N69885;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N69888;89;737-924ER;1;Fixed Wing Multi-Engine;2015
N698CB;16;EMB-145LR;1;Fixed Wing Multi-Engine;2004
N698DL;33;757-232;1;Fixed Wing Multi-Engine;1999
N698NK;90;A320-232;1;Fixed Wing Multi-Engine;2010
N699BR;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N699DL;33;757-232;1;Fixed Wing Multi-Engine;1999
N70020;93;A319-115;1;Fixed Wing Multi-Engine;2014
N700GS;80;737-7H4;1;Fixed Wing Multi-Engine;1997
N700UW;93;A319-112;1;Fixed Wing Multi-Engine;1998
N701BR;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2000
N701DN;33;777-232LR;1;Fixed Wing Multi-Engine;2008
N701FR;93;A321-211;1;Fixed Wing Multi-Engine;2015
N701GS;80;737-7H4;1;Fixed Wing Multi-Engine;1997
N701SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N701UW;93;A319-112;1;Fixed Wing Multi-Engine;1998
N702BR;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2000
N702DN;33;777-232LR;1;Fixed Wing Multi-Engine;2008
N702FR;93;A321-211;1;Fixed Wing Multi-Engine;2015
N702PS;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N702SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N702TW;33;757-2Q8;1;Fixed Wing Multi-Engine;1996
N702UW;88;A319-112;1;Fixed Wing Multi-Engine;1998
N703DN;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N703JB;48;A320-232;1;Fixed Wing Multi-Engine;2008
N703PS;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N703SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N703SW;80;737-7H4;1;Fixed Wing Multi-Engine;1997
N703TW;33;757-2Q8;1;Fixed Wing Multi-Engine;1996
N703UW;88;A319-112;1;Fixed Wing Multi-Engine;1998
N704DK;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N704FR;93;A321-211;1;Fixed Wing Multi-Engine;2015
N704SW;80;737-7H4;1;Fixed Wing Multi-Engine;1998
N704US;93;A319-112;1;Fixed Wing Multi-Engine;1998
N704X;33;757-2Q8;1;Fixed Wing Multi-Engine;1997
N705DN;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N705FR;93;A321-211;1;Fixed Wing Multi-Engine;2015
N705JB;48;A320-232;1;Fixed Wing Multi-Engine;2008
N705PS;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N705SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N705SW;80;737-7H4;1;Fixed Wing Multi-Engine;1998
N705TW;33;757-231;1;Fixed Wing Multi-Engine;1997
N705UW;21;A319-112;1;Fixed Wing Multi-Engine;None
N706DN;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N706FR;21;A321-211;1;Fixed Wing Multi-Engine;2015
N706JB;48;A320-232;1;Fixed Wing Multi-Engine;2008
N706PS;93;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N706SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N706SW;80;737-7H4;1;Fixed Wing Multi-Engine;1998
N706TW;33;757-2Q8;1;Fixed Wing Multi-Engine;1997
N707DN;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N707SA;80;737-7H4;1;Fixed Wing Multi-Engine;1998
N707SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;1999
N707TW;33;757-2Q8;1;Fixed Wing Multi-Engine;1997
N708DN;33;777-232LR;1;Fixed Wing Multi-Engine;2009
N708FR;90;A321-211;1;Fixed Wing Multi-Engine;2015
N708JB;48;A320-232;1;Fixed Wing Multi-Engine;2008
N708PS;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N708SK;79;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N708SW;3;737-7H4;1;Fixed Wing Multi-Engine;1998
N708UW;93;A319-112;1;Fixed Wing Multi-Engine;1999
N709BR;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N709DN;33;777-232LR;1;Fixed Wing Multi-Engine;2010
N709FR;90;A321-211;1;Fixed Wing Multi-Engine;2016
N709JB;48;A320-232;1;Fixed Wing Multi-Engine;2008
